produto,ano,fonte,unidade_padrao,preco_mediano,preco_medio,preco_min,preco_max,n_registros,ratio_max_min
aas,2019,estadual,unidade,0.41,0.37,0.04,0.88,31,24.5
aas,2019,federal,unidade,0.1,0.17,0.04,0.36,3,9.0
aas,2019,municipal,unidade,0.44,0.44,0.35,0.53,2,1.5
aas,2020,estadual,unidade,0.23,0.21,0.03,0.46,9,13.8
aas,2020,federal,unidade,0.15,0.15,0.09,0.21,2,2.3
aas,2020,municipal,unidade,0.03,0.11,0.02,0.39,6,20.3
aas,2021,estadual,unidade,0.47,0.57,0.25,1.02,12,4.0
aas,2021,municipal,unidade,0.03,0.14,0.03,0.61,8,18.3
aas,2022,estadual,unidade,0.44,0.36,0.05,0.52,8,9.8
aas,2022,federal,unidade,0.16,0.28,0.05,0.75,4,15.0
aas,2022,municipal,unidade,0.05,0.05,0.05,0.05,4,1.0
aas,2023,estadual,unidade,0.48,0.45,0.3,0.55,8,1.8
aas,2023,municipal,unidade,0.04,0.04,0.04,0.05,26,1.3
aas,2024,estadual,unidade,0.48,0.4,0.04,0.57,19,13.7
aas,2024,federal,unidade,0.2,0.2,0.05,0.34,2,6.8
aas,2024,municipal,unidade,0.04,0.04,0.03,0.04,27,1.2
aas,2025,estadual,unidade,0.03,0.28,0.03,0.79,3,26.3
aas,2025,municipal,unidade,0.03,0.09,0.02,0.78,33,32.5
aas,2026,municipal,unidade,0.02,0.04,0.02,0.18,11,7.2
abacaxi,2019,municipal,unidade,2.29,2.29,2.29,2.29,2,1.0
abacaxi,2020,municipal,unidade,6.39,6.08,4.12,7.42,4,1.8
abacaxi,2021,municipal,unidade,5.03,5.03,4.86,5.19,4,1.1
abacaxi,2022,municipal,unidade,5.72,5.28,2.25,7.99,28,3.6
abacaxi,2023,municipal,unidade,5.07,4.45,2.03,6.98,58,3.4
abacaxi,2024,federal,unidade,7.36,7.28,5.8,8.9,10,1.5
abacaxi,2024,municipal,unidade,5.66,5.52,2.0,8.49,75,4.2
abacaxi,2025,federal,unidade,6.46,7.26,5.5,12.0,8,2.2
abacaxi,2025,municipal,unidade,4.9,5.53,3.6,8.25,37,2.3
abacaxi,2026,municipal,unidade,5.24,5.52,3.94,7.04,10,1.8
abobora,2019,federal,kg,1.99,2.04,1.98,2.12,5,1.1
abobora,2019,municipal,kg,2.48,2.48,2.48,2.48,2,1.0
abobora,2020,municipal,kg,2.19,2.3,2.05,2.71,9,1.3
abobora,2021,municipal,kg,3.24,3.12,2.68,3.45,6,1.3
abobora,2022,municipal,kg,3.85,4.12,2.48,6.2,34,2.5
abobora,2023,municipal,kg,3.9,4.21,1.55,6.3,106,4.1
abobora,2024,federal,kg,4.25,4.59,3.85,5.75,13,1.5
abobora,2024,municipal,kg,3.79,3.69,2.05,5.73,65,2.8
abobora,2025,federal,kg,4.96,4.47,2.3,5.45,18,2.4
abobora,2025,municipal,kg,5.01,4.22,2.05,5.38,55,2.6
abobora,2026,municipal,kg,4.6,3.7,2.0,5.52,9,2.8
achocolatado,2019,federal,kg,17.15,17.6,9.05,30.0,6,3.3
achocolatado,2019,municipal,kg,14.78,14.78,13.38,16.18,2,1.2
achocolatado,2020,federal,kg,9.81,9.81,5.75,13.85,4,2.4
achocolatado,2020,municipal,kg,12.48,14.46,12.48,18.42,3,1.5
achocolatado,2021,federal,kg,11.15,12.83,9.32,19.7,4,2.1
achocolatado,2021,municipal,kg,12.09,12.84,12.09,14.35,3,1.2
achocolatado,2022,federal,kg,14.62,16.38,13.25,21.25,3,1.6
achocolatado,2022,municipal,kg,18.5,28.64,6.88,56.05,40,8.2
achocolatado,2023,municipal,kg,10.0,15.66,8.48,47.1,38,5.6
achocolatado,2024,municipal,kg,44.65,30.83,7.34,44.65,76,6.1
achocolatado,2025,federal,kg,16.85,22.7,12.98,44.75,6,3.4
achocolatado,2025,municipal,kg,24.88,26.28,7.1,39.28,93,5.5
achocolatado,2026,municipal,kg,8.0,8.36,8.0,8.9,5,1.1
acucar,2019,estadual,kg,8.9,8.17,1.82,20.0,35,11.0
acucar,2019,federal,kg,3.99,5.56,1.82,9.99,37,5.5
acucar,2019,municipal,kg,3.98,4.4,1.62,10.0,8,6.2
acucar,2020,estadual,kg,4.65,7.5,2.0,19.2,33,9.6
acucar,2020,federal,kg,4.3,5.83,1.99,12.5,17,6.3
acucar,2020,municipal,kg,3.55,6.98,2.08,22.25,25,10.7
acucar,2021,estadual,kg,5.91,8.34,2.8,20.5,34,7.3
acucar,2021,federal,kg,11.2,10.2,3.8,16.28,20,4.3
acucar,2021,municipal,kg,13.18,13.04,2.86,24.0,54,8.4
acucar,2022,estadual,kg,6.71,10.51,3.98,22.6,33,5.7
acucar,2022,federal,kg,6.71,8.75,4.07,19.5,25,4.8
acucar,2022,municipal,kg,6.35,8.58,3.24,24.99,331,7.7
acucar,2023,estadual,kg,8.48,11.28,4.03,21.51,20,5.3
acucar,2023,municipal,kg,6.6,8.8,3.06,23.58,758,7.7
acucar,2024,estadual,kg,8.99,11.59,4.45,22.32,21,5.0
acucar,2024,federal,kg,15.45,13.27,2.97,22.98,52,7.7
acucar,2024,municipal,kg,5.45,8.0,2.94,22.13,806,7.5
acucar,2025,estadual,kg,16.24,13.63,5.95,21.2,16,3.6
acucar,2025,federal,kg,11.58,11.87,2.05,22.32,58,10.9
acucar,2025,municipal,kg,8.55,9.77,3.29,24.45,795,7.4
acucar,2026,estadual,kg,18.39,16.55,6.54,24.71,3,3.8
acucar,2026,federal,kg,7.98,11.47,3.83,22.5,16,5.9
acucar,2026,municipal,kg,4.07,6.86,2.8,24.05,266,8.6
agua_mineral,2019,estadual,litro,4.2,4.34,0.65,9.8,37,15.1
agua_mineral,2019,federal,litro,6.44,5.49,0.48,10.0,27,20.8
agua_mineral,2020,estadual,litro,8.0,6.77,1.54,9.5,15,6.2
agua_mineral,2020,federal,litro,5.64,4.38,0.7,8.62,16,12.3
agua_mineral,2020,municipal,litro,0.43,0.45,0.31,0.56,8,1.8
agua_mineral,2021,estadual,litro,6.0,6.53,1.9,12.0,21,6.3
agua_mineral,2021,federal,litro,7.83,5.59,0.79,9.47,13,12.0
agua_mineral,2021,municipal,litro,0.6,0.97,0.34,3.02,16,8.8
agua_mineral,2022,estadual,litro,1.88,2.4,0.68,7.02,24,10.3
agua_mineral,2022,federal,litro,8.87,6.04,0.98,10.0,11,10.2
agua_mineral,2022,municipal,litro,0.62,1.01,0.32,3.84,91,11.9
agua_mineral,2023,estadual,litro,3.33,3.66,1.25,7.68,14,6.1
agua_mineral,2023,municipal,litro,1.92,1.87,0.4,5.95,290,14.8
agua_mineral,2024,estadual,litro,0.87,1.4,0.59,3.32,9,5.6
agua_mineral,2024,federal,litro,10.9,8.0,1.69,11.9,19,7.0
agua_mineral,2024,municipal,litro,1.78,2.52,0.42,7.99,205,18.8
agua_mineral,2025,federal,litro,2.38,3.35,0.82,10.9,18,13.3
agua_mineral,2025,municipal,litro,1.98,2.11,0.51,5.45,270,10.7
agua_mineral,2026,federal,litro,2.64,4.37,1.23,10.99,4,8.9
agua_mineral,2026,municipal,litro,1.6,1.79,0.51,4.75,35,9.2
agua_sanitaria,2019,estadual,litro,2.55,2.94,2.5,3.78,3,1.5
agua_sanitaria,2019,federal,litro,1.9,2.48,1.5,7.49,13,5.0
agua_sanitaria,2020,estadual,litro,3.15,7.71,2.13,20.49,13,9.6
agua_sanitaria,2020,federal,litro,2.22,4.12,1.74,9.5,7,5.5
agua_sanitaria,2021,estadual,litro,9.91,10.1,3.31,17.78,7,5.4
agua_sanitaria,2021,federal,litro,2.19,2.13,1.72,2.4,5,1.4
agua_sanitaria,2022,estadual,litro,5.0,5.04,4.37,5.86,5,1.3
agua_sanitaria,2022,federal,litro,2.93,3.57,2.2,9.0,8,4.1
agua_sanitaria,2022,municipal,litro,2.09,2.31,2.08,4.62,40,2.2
agua_sanitaria,2023,estadual,litro,5.6,6.02,5.5,7.37,4,1.3
agua_sanitaria,2023,municipal,litro,2.35,3.68,1.14,20.67,76,18.1
agua_sanitaria,2024,estadual,litro,13.67,12.75,4.6,19.07,4,4.1
agua_sanitaria,2024,federal,litro,1.94,2.1,1.85,2.9,6,1.6
agua_sanitaria,2024,municipal,litro,2.0,2.12,1.14,3.75,77,3.3
agua_sanitaria,2025,estadual,litro,11.86,10.71,4.64,14.48,4,3.1
agua_sanitaria,2025,federal,litro,4.27,6.62,2.28,17.9,8,7.9
agua_sanitaria,2025,municipal,litro,2.22,3.28,1.4,10.0,67,7.1
agua_sanitaria,2026,federal,litro,2.63,3.01,2.36,4.43,4,1.9
agua_sanitaria,2026,municipal,litro,2.22,2.97,1.3,9.49,17,7.3
agulha_descartavel,2019,estadual,unidade,0.32,0.27,0.08,0.5,16,6.2
agulha_descartavel,2019,federal,unidade,0.75,0.56,0.17,0.82,5,4.8
agulha_descartavel,2020,estadual,unidade,0.44,0.49,0.25,0.89,39,3.6
agulha_descartavel,2020,municipal,unidade,0.3,0.29,0.18,0.33,10,1.9
agulha_descartavel,2021,estadual,unidade,0.41,0.41,0.17,0.66,36,3.9
agulha_descartavel,2021,federal,unidade,0.12,0.12,0.12,0.12,2,1.0
agulha_descartavel,2021,municipal,unidade,0.26,0.39,0.16,0.83,11,5.2
agulha_descartavel,2022,estadual,unidade,0.41,0.43,0.3,0.77,18,2.6
agulha_descartavel,2022,municipal,unidade,0.11,0.17,0.08,0.39,31,4.9
agulha_descartavel,2023,estadual,unidade,0.33,0.3,0.11,0.64,25,6.1
agulha_descartavel,2023,municipal,unidade,0.06,0.09,0.06,0.35,251,5.8
agulha_descartavel,2024,estadual,unidade,0.24,0.27,0.1,0.74,17,7.4
agulha_descartavel,2024,municipal,unidade,0.18,0.18,0.05,0.35,100,6.5
agulha_descartavel,2025,estadual,unidade,0.22,0.22,0.21,0.24,4,1.1
agulha_descartavel,2025,federal,unidade,0.2,0.2,0.08,0.33,2,4.1
agulha_descartavel,2025,municipal,unidade,0.18,0.16,0.05,0.23,67,4.7
agulha_descartavel,2026,municipal,unidade,0.08,0.11,0.07,0.22,111,3.1
aipim,2019,federal,kg,2.08,2.25,1.96,2.71,6,1.4
aipim,2019,municipal,kg,2.75,2.75,2.75,2.75,2,1.0
aipim,2020,municipal,kg,2.21,2.42,1.7,3.12,13,1.8
aipim,2021,municipal,kg,3.66,3.97,3.47,5.07,4,1.5
aipim,2022,municipal,kg,4.36,4.01,2.5,5.5,35,2.2
aipim,2023,municipal,kg,4.37,4.37,2.0,5.8,114,2.9
aipim,2024,federal,kg,4.06,4.38,3.95,5.15,12,1.3
aipim,2024,municipal,kg,4.5,4.22,2.0,10.39,86,5.2
aipim,2025,federal,kg,5.16,4.84,2.44,6.0,9,2.5
aipim,2025,municipal,kg,5.26,4.96,2.64,5.5,75,2.1
aipim,2026,municipal,kg,3.99,4.01,2.2,5.73,12,2.6
albendazol,2019,estadual,unidade,1.16,0.97,0.5,1.24,3,2.5
albendazol,2019,federal,unidade,1.08,1.08,0.49,1.68,2,3.4
albendazol,2019,municipal,unidade,0.46,0.64,0.38,1.08,3,2.8
albendazol,2020,estadual,unidade,0.99,1.08,0.45,1.87,4,4.2
albendazol,2020,federal,unidade,0.94,0.94,0.47,1.4,2,3.0
albendazol,2020,municipal,unidade,0.81,0.81,0.41,1.23,4,3.0
albendazol,2021,estadual,unidade,0.69,0.77,0.48,1.13,3,2.3
albendazol,2021,municipal,unidade,0.33,0.5,0.28,0.93,6,3.3
albendazol,2022,estadual,unidade,0.44,0.61,0.41,1.14,4,2.8
albendazol,2022,federal,unidade,0.72,0.72,0.42,1.03,2,2.5
albendazol,2022,municipal,unidade,0.9,0.7,0.35,1.14,15,3.3
albendazol,2023,estadual,unidade,1.04,1.16,0.37,2.44,6,6.7
albendazol,2023,municipal,unidade,0.4,0.66,0.3,1.42,52,4.7
albendazol,2024,estadual,unidade,1.36,1.36,1.36,1.36,2,1.0
albendazol,2024,municipal,unidade,0.41,0.79,0.37,1.42,57,3.9
albendazol,2025,estadual,unidade,1.21,1.43,1.08,1.76,7,1.6
albendazol,2025,municipal,unidade,1.0,0.74,0.35,1.26,44,3.6
albendazol,2026,municipal,unidade,0.46,0.68,0.42,1.08,12,2.6
alcool,2019,estadual,litro,8.76,9.54,5.1,16.25,32,3.2
alcool,2019,federal,litro,6.85,8.5,3.96,24.05,56,6.1
alcool,2019,municipal,litro,4.4,4.4,4.4,4.4,8,1.0
alcool,2020,estadual,litro,9.5,11.85,4.99,29.26,90,5.9
alcool,2020,federal,litro,8.4,11.08,3.99,30.0,91,7.5
alcool,2020,municipal,litro,6.76,8.25,4.33,12.51,13,2.9
alcool,2021,estadual,litro,9.23,11.56,5.87,26.86,67,4.6
alcool,2021,federal,litro,7.06,9.88,4.5,25.99,39,5.8
alcool,2021,municipal,litro,7.9,10.15,6.83,21.12,51,3.1
alcool,2022,estadual,litro,11.32,12.48,6.9,27.62,66,4.0
alcool,2022,federal,litro,9.6,13.11,3.95,34.9,41,8.8
alcool,2022,municipal,litro,8.0,8.67,5.14,13.96,69,2.7
alcool,2023,estadual,litro,12.06,12.46,7.38,22.71,28,3.1
alcool,2023,municipal,litro,7.82,8.59,4.56,22.3,312,4.9
alcool,2024,estadual,litro,11.31,11.91,4.89,25.2,37,5.2
alcool,2024,federal,litro,7.0,8.69,3.91,22.11,29,5.7
alcool,2024,municipal,litro,6.44,7.32,4.5,15.16,174,3.4
alcool,2025,estadual,litro,8.13,11.89,4.29,28.8,19,6.7
alcool,2025,federal,litro,11.8,12.1,5.07,25.49,47,5.0
alcool,2025,municipal,litro,8.75,7.9,4.8,15.62,262,3.3
alcool,2026,federal,litro,7.58,7.54,5.25,11.56,14,2.2
alcool,2026,municipal,litro,8.62,8.92,4.39,14.24,41,3.2
alface,2019,municipal,unidade,3.36,3.36,3.36,3.36,2,1.0
alface,2020,municipal,unidade,6.2,6.03,4.3,6.86,7,1.6
alface,2021,municipal,unidade,6.46,6.43,5.23,7.14,6,1.4
alface,2022,municipal,unidade,2.14,2.43,1.73,4.1,33,2.4
alface,2023,municipal,unidade,4.2,4.47,1.73,6.81,95,3.9
alface,2024,federal,unidade,3.03,3.8,2.49,6.99,15,2.8
alface,2024,municipal,unidade,4.75,4.59,2.26,6.76,64,3.0
alface,2025,federal,unidade,3.66,3.51,1.43,4.67,17,3.3
alface,2025,municipal,unidade,4.88,4.61,1.7,7.73,45,4.5
alface,2026,municipal,unidade,3.04,3.94,2.5,6.0,9,2.4
algodao,2019,estadual,kg,12.0,13.16,8.9,20.0,8,2.2
algodao,2020,estadual,kg,14.95,15.59,13.5,18.95,4,1.4
algodao,2020,municipal,kg,20.62,20.62,18.38,22.87,2,1.2
algodao,2021,estadual,kg,13.99,14.56,11.0,19.0,7,1.7
algodao,2021,municipal,kg,23.47,22.46,16.97,25.92,4,1.5
algodao,2022,estadual,kg,17.5,20.74,13.14,30.32,7,2.3
algodao,2022,municipal,kg,15.1,15.96,15.0,17.0,23,1.1
algodao,2023,estadual,kg,29.9,37.69,26.92,52.29,5,1.9
algodao,2023,municipal,kg,27.76,27.25,14.1,39.7,69,2.8
algodao,2024,estadual,kg,15.73,18.21,14.9,23.99,3,1.6
algodao,2024,municipal,kg,28.4,33.09,13.75,50.5,62,3.7
algodao,2025,federal,kg,25.44,27.52,21.0,38.2,4,1.8
algodao,2025,municipal,kg,24.48,22.7,13.19,31.86,23,2.4
algodao,2026,municipal,kg,24.48,22.91,12.24,31.86,36,2.6
alho,2019,municipal,kg,14.98,14.98,14.98,14.98,2,1.0
alho,2020,municipal,kg,30.56,30.56,30.56,30.56,2,1.0
alho,2021,municipal,kg,17.63,17.63,17.63,17.63,2,1.0
alho,2022,municipal,kg,19.1,19.1,19.1,19.1,4,1.0
alho,2023,municipal,kg,20.1,20.73,13.65,24.0,27,1.8
alho,2024,municipal,kg,21.6,22.27,15.89,28.45,36,1.8
alho,2025,municipal,kg,24.9,25.19,15.56,35.8,20,2.3
alho,2026,municipal,kg,28.51,28.51,28.51,28.51,3,1.0
amaciante,2019,federal,litro,2.28,3.11,2.1,4.95,3,2.4
amaciante,2021,federal,litro,5.01,5.2,4.4,6.16,3,1.4
amaciante,2022,federal,litro,2.62,2.62,2.4,2.84,2,1.2
amaciante,2022,municipal,litro,3.73,4.26,2.78,5.96,9,2.1
amaciante,2023,municipal,litro,2.7,3.64,2.25,5.96,11,2.6
amaciante,2024,municipal,litro,2.61,2.72,2.25,4.28,10,1.9
amaciante,2025,federal,litro,2.71,2.71,2.56,2.86,2,1.1
amaciante,2025,municipal,litro,2.7,2.79,2.26,3.25,41,1.4
amaciante,2026,municipal,litro,2.7,2.7,2.7,2.7,4,1.0
amido_milho,2019,estadual,kg,6.48,6.48,4.98,7.97,2,1.6
amido_milho,2020,estadual,kg,7.92,7.92,5.85,10.0,2,1.7
amido_milho,2020,municipal,kg,12.36,12.36,10.72,14.0,4,1.3
amido_milho,2021,municipal,kg,7.22,14.07,7.22,24.34,5,3.4
amido_milho,2022,estadual,kg,11.99,11.99,8.88,15.1,2,1.7
amido_milho,2022,municipal,kg,14.82,15.84,5.4,29.2,14,5.4
amido_milho,2023,estadual,kg,4.95,8.44,4.59,15.79,3,3.4
amido_milho,2023,municipal,kg,11.12,13.88,5.8,29.3,64,5.1
amido_milho,2024,municipal,kg,9.71,11.47,6.15,23.8,37,3.9
amido_milho,2025,estadual,kg,4.95,4.95,4.95,4.95,2,1.0
amido_milho,2025,municipal,kg,9.71,12.34,5.09,26.39,41,5.2
amido_milho,2026,municipal,kg,6.4,6.65,4.41,9.4,8,2.1
amitriptilina,2019,estadual,unidade,0.25,0.39,0.04,1.76,15,50.3
amitriptilina,2019,federal,unidade,0.08,0.08,0.08,0.08,2,1.0
amitriptilina,2020,estadual,unidade,0.17,0.26,0.03,0.75,18,23.9
amitriptilina,2020,municipal,unidade,0.04,0.04,0.04,0.06,4,1.5
amitriptilina,2021,estadual,unidade,0.32,0.42,0.09,1.17,10,13.0
amitriptilina,2021,municipal,unidade,0.12,0.1,0.05,0.12,8,2.6
amitriptilina,2022,estadual,unidade,0.42,0.49,0.32,0.8,4,2.5
amitriptilina,2022,municipal,unidade,0.06,0.06,0.05,0.07,8,1.4
amitriptilina,2023,estadual,unidade,0.37,0.39,0.04,0.87,7,19.5
amitriptilina,2023,municipal,unidade,0.04,0.04,0.04,0.07,26,1.8
amitriptilina,2024,estadual,unidade,0.05,0.05,0.05,0.05,2,1.0
amitriptilina,2024,municipal,unidade,0.04,0.06,0.03,0.27,35,7.9
amitriptilina,2025,estadual,unidade,1.39,1.05,0.04,1.73,3,43.5
amitriptilina,2025,municipal,unidade,0.04,0.03,0.03,0.04,32,1.6
amitriptilina,2026,municipal,unidade,0.03,0.03,0.03,0.04,11,1.4
amoxicilina,2019,estadual,unidade,1.0,4.22,0.17,13.12,18,77.1
amoxicilina,2019,federal,unidade,1.0,2.13,0.21,8.15,5,38.8
amoxicilina,2019,municipal,unidade,3.7,5.07,0.15,12.7,5,84.9
amoxicilina,2020,estadual,unidade,1.08,4.57,0.16,15.0,19,94.1
amoxicilina,2020,federal,unidade,7.84,6.64,0.24,14.54,7,60.6
amoxicilina,2020,municipal,unidade,0.75,2.93,0.18,10.87,12,60.4
amoxicilina,2021,estadual,unidade,4.97,7.21,0.22,18.57,19,82.5
amoxicilina,2021,federal,unidade,0.69,2.59,0.29,6.8,3,23.4
amoxicilina,2021,municipal,unidade,1.15,3.12,0.2,11.3,15,55.7
amoxicilina,2022,estadual,unidade,1.87,3.55,0.91,11.24,7,12.4
amoxicilina,2022,federal,unidade,0.79,1.6,0.21,5.41,5,25.8
amoxicilina,2022,municipal,unidade,1.06,3.7,0.18,12.46,34,69.3
amoxicilina,2023,estadual,unidade,2.2,3.91,0.07,17.0,19,249.6
amoxicilina,2023,municipal,unidade,3.52,3.39,0.18,9.49,58,52.8
amoxicilina,2024,estadual,unidade,0.3,1.16,0.23,3.88,10,16.9
amoxicilina,2024,federal,unidade,0.35,0.7,0.29,1.45,3,5.0
amoxicilina,2024,municipal,unidade,1.0,2.32,0.2,6.29,101,31.4
amoxicilina,2025,estadual,unidade,0.63,2.69,0.22,9.3,4,43.0
amoxicilina,2025,federal,unidade,7.5,6.96,0.85,12.0,4,14.1
amoxicilina,2025,municipal,unidade,2.2,3.86,0.18,13.5,129,75.0
amoxicilina,2026,municipal,unidade,1.22,3.26,0.18,9.98,40,55.5
anlodipino,2019,estadual,unidade,1.08,1.2,0.04,3.07,36,81.5
anlodipino,2019,municipal,unidade,0.06,0.06,0.06,0.06,2,1.0
anlodipino,2020,estadual,unidade,1.12,1.18,0.04,3.49,33,95.3
anlodipino,2020,federal,unidade,0.06,0.06,0.05,0.07,2,1.4
anlodipino,2020,municipal,unidade,0.03,0.03,0.03,0.03,5,1.4
anlodipino,2021,estadual,unidade,1.68,1.85,0.1,3.46,34,34.6
anlodipino,2021,municipal,unidade,0.03,0.03,0.03,0.03,4,1.0
anlodipino,2022,estadual,unidade,1.89,1.98,0.08,3.72,37,45.4
anlodipino,2022,municipal,unidade,0.03,0.04,0.03,0.07,11,2.3
anlodipino,2023,estadual,unidade,2.01,1.81,0.08,3.51,34,45.7
anlodipino,2023,municipal,unidade,0.03,0.04,0.03,0.07,53,2.4
anlodipino,2024,estadual,unidade,2.11,1.95,0.04,3.93,34,105.3
anlodipino,2024,municipal,unidade,0.03,0.04,0.02,0.07,47,3.3
anlodipino,2025,estadual,unidade,0.23,0.97,0.04,2.28,5,57.1
anlodipino,2025,federal,unidade,0.06,0.06,0.03,0.09,2,3.6
anlodipino,2025,municipal,unidade,0.03,0.03,0.02,0.05,45,2.5
anlodipino,2026,municipal,unidade,0.03,0.03,0.02,0.05,17,2.1
apontador,2019,estadual,unidade,4.08,4.41,1.66,7.66,6,4.6
apontador,2019,federal,unidade,0.92,1.47,0.56,4.43,8,7.9
apontador,2019,municipal,unidade,1.82,1.82,1.27,2.38,2,1.9
apontador,2020,estadual,unidade,6.94,5.56,1.0,8.75,3,8.8
apontador,2020,federal,unidade,0.64,0.66,0.6,0.77,5,1.3
apontador,2020,municipal,unidade,1.43,1.28,0.82,1.43,4,1.7
apontador,2021,estadual,unidade,6.96,6.53,5.66,6.96,3,1.2
apontador,2021,federal,unidade,0.34,0.39,0.21,0.63,3,3.0
apontador,2021,municipal,unidade,2.94,2.63,1.93,3.25,20,1.7
apontador,2022,estadual,unidade,1.21,2.27,1.03,5.63,4,5.5
apontador,2022,federal,unidade,0.52,0.6,0.35,1.15,6,3.3
apontador,2022,municipal,unidade,0.38,0.56,0.22,1.12,42,5.1
apontador,2023,estadual,unidade,1.27,1.27,0.85,1.7,2,2.0
apontador,2023,municipal,unidade,0.75,0.76,0.25,3.17,103,12.7
apontador,2024,federal,unidade,0.54,1.55,0.5,3.61,3,7.2
apontador,2024,municipal,unidade,0.53,0.55,0.25,0.96,126,3.8
apontador,2025,estadual,unidade,1.75,1.83,1.3,2.53,4,1.9
apontador,2025,federal,unidade,0.76,0.99,0.23,2.05,6,8.9
apontador,2025,municipal,unidade,0.56,1.55,0.41,8.0,64,19.5
apontador,2026,municipal,unidade,1.19,2.69,0.45,7.9,25,17.6
ar_condicionado,2019,estadual,unidade,2710.15,3804.99,1152.84,8800.0,115,7.6
ar_condicionado,2019,federal,unidade,2125.0,3492.29,953.12,12250.61,90,12.9
ar_condicionado,2019,municipal,unidade,2500.0,3328.34,868.16,13104.0,28,15.1
ar_condicionado,2020,estadual,unidade,3210.0,4707.98,1428.8,11903.72,105,8.3
ar_condicionado,2020,federal,unidade,3340.0,4142.89,957.8,10770.0,89,11.2
ar_condicionado,2020,municipal,unidade,2718.53,3639.23,1000.0,11900.0,123,11.9
ar_condicionado,2021,estadual,unidade,3000.0,3717.94,1100.0,9100.0,116,8.3
ar_condicionado,2021,federal,unidade,3194.0,4020.08,850.0,10315.0,57,12.1
ar_condicionado,2021,municipal,unidade,3120.83,4117.66,1893.33,8750.0,34,4.6
ar_condicionado,2022,estadual,unidade,4500.0,6317.07,1100.0,16900.0,136,15.4
ar_condicionado,2022,federal,unidade,2930.2,3935.62,828.0,13156.0,71,15.9
ar_condicionado,2022,municipal,unidade,2630.0,3319.84,902.43,11000.0,271,12.2
ar_condicionado,2023,estadual,unidade,3673.0,4522.0,875.0,13472.93,59,15.4
ar_condicionado,2023,federal,unidade,1925.0,1753.75,840.0,2350.0,8,2.8
ar_condicionado,2023,municipal,unidade,2865.31,3567.49,951.72,10188.46,652,10.7
ar_condicionado,2024,estadual,unidade,4320.0,5609.74,1200.0,15100.0,33,12.6
ar_condicionado,2024,federal,unidade,3116.33,3772.74,850.0,11995.0,161,14.1
ar_condicionado,2024,municipal,unidade,2900.0,3731.44,955.74,12385.0,497,13.0
ar_condicionado,2025,estadual,unidade,4180.56,5197.27,1588.15,14000.0,60,8.8
ar_condicionado,2025,federal,unidade,3295.0,4401.09,950.0,11588.99,69,12.2
ar_condicionado,2025,municipal,unidade,3296.0,4438.52,943.96,12999.0,400,13.8
ar_condicionado,2026,estadual,unidade,11751.48,11751.48,11525.0,11977.97,2,1.0
ar_condicionado,2026,federal,unidade,4840.03,4855.58,1550.0,8100.99,18,5.2
ar_condicionado,2026,municipal,unidade,2611.74,3554.07,900.0,11725.0,162,13.0
areia,2019,estadual,m3,109.0,92.67,60.0,109.0,3,1.8
areia,2019,municipal,m3,72.28,72.28,68.75,75.8,4,1.1
areia,2020,estadual,m3,95.87,88.24,63.75,104.75,5,1.6
areia,2020,municipal,m3,67.74,72.38,66.6,82.8,3,1.2
areia,2021,estadual,m3,142.91,143.15,110.0,176.8,4,1.6
areia,2021,municipal,m3,90.0,82.95,71.67,90.7,5,1.3
areia,2022,estadual,m3,152.14,145.99,132.5,153.33,3,1.2
areia,2022,municipal,m3,56.51,67.99,33.26,160.0,153,4.8
areia,2023,estadual,m3,150.0,159.25,150.0,177.75,3,1.2
areia,2023,municipal,m3,60.91,75.03,33.23,175.03,296,5.3
areia,2024,municipal,m3,60.0,60.91,33.43,135.0,342,4.0
areia,2025,municipal,m3,62.18,75.69,32.54,203.5,147,6.3
areia,2026,estadual,m3,199.3,199.3,199.3,199.3,2,1.0
areia,2026,municipal,m3,68.83,81.14,33.28,269.38,100,8.1
argamassa,2019,estadual,kg,2.51,3.51,0.58,7.9,10,13.7
argamassa,2019,federal,kg,4.46,4.97,2.5,9.0,9,3.6
argamassa,2019,municipal,kg,1.41,1.41,1.41,1.41,2,1.0
argamassa,2020,estadual,kg,0.72,1.88,0.38,8.0,16,21.3
argamassa,2020,federal,kg,6.55,6.55,4.65,8.45,2,1.8
argamassa,2020,municipal,kg,1.53,2.13,1.48,3.39,6,2.3
argamassa,2021,estadual,kg,1.3,1.21,0.67,1.39,11,2.1
argamassa,2021,federal,kg,3.99,5.56,3.7,9.0,3,2.4
argamassa,2022,estadual,kg,1.74,1.99,0.66,4.38,16,6.6
argamassa,2022,federal,kg,3.84,3.84,2.68,5.0,2,1.9
argamassa,2022,municipal,kg,4.27,4.0,0.9,7.86,45,8.7
argamassa,2023,municipal,kg,2.12,2.28,0.68,6.06,148,8.9
argamassa,2024,estadual,kg,1.46,2.48,0.54,7.51,10,13.9
argamassa,2024,federal,kg,7.67,7.75,6.99,8.69,4,1.2
argamassa,2024,municipal,kg,2.05,3.06,0.57,8.33,118,14.7
argamassa,2025,municipal,kg,2.12,3.07,0.49,7.97,77,16.2
argamassa,2026,municipal,kg,0.8,1.36,0.59,4.9,51,8.2
arroz,2019,federal,kg,2.6,2.64,2.32,3.0,3,1.3
arroz,2020,municipal,kg,4.55,6.89,2.64,12.72,21,4.8
arroz,2021,municipal,kg,4.78,7.25,3.51,16.88,11,4.8
