fonte,produto,ano,cidade,preco_padrao,unidade_padrao,fonte_conversao,descricao
municipal,ar_condicionado,2022,Vitória,2263.41,unidade,unitario,Instalação de Unidade Evaporadora e Condensadora de Ar Condicionado tipo Split Inverter Hi-Wall (Parede) de 12.000 BTU´s
municipal,tubo_pvc,2022,Vitória,56.59,metro,unitario,Tubo PVC rígido para esgoto no diâmetro de 100mm incluindo escavação e aterro com areia
municipal,cola_branca,2022,São Mateus,1.88,unidade,unitario,"COLA BRANCA 90 GR COLA BRANCA LÍQUIDA, LAVÁVEL, TIPO PASTOSA, SECAGEM RÁPIDA, NÃO TÓXICA, EMBALAGEM COM 90G."
municipal,atenolol,2022,Guarapari,0.075,unidade,unitario,ATENOLOL 50MG
municipal,torneira,2022,Vitória,148.0,unidade,unitario,"Torneira para tanque, marcas de referência Fabrimar, Deca ou Docol."
municipal,cabo_eletrico,2022,Vila Velha,19.0,metro,unitario,"Cabo de cobre termoplástico (PVC) flexível isolado 0,6/1kV, anti-chama 90ºC HEPR - 10,0 mm2"
municipal,macarrao,2022,Marataízes,4.5,kg,unidade_declarada,"VAGEM VAGEM. VARIEDADE: MACARRÃO, TAMANHO MÉDIO, COM CARACTERÍSTICAS ÍNTEGRAS E DE PRIMEIRA QUALIDADE; COLORAÇÃO VERDE C"
municipal,ar_condicionado,2022,Guarapari,5187.0,unidade,unitario,". Aquisição de Ar Condicionado. Split Hi-Wall com capacidade de refrigeração de 30.000 BTUS, direcionamento automático d"
municipal,maca_fruta,2022,São Mateus,7.38,kg,heuristica,"MAÇA MAÇA NACIONAL O produto deverá apresentar odor agradável, consistência firme, não deverá apresentar perfurações, ma"
municipal,amido_milho,2022,Aracruz,21.45,kg,descricao,"AMIDO DE MILHO, EMBALAGEM DE 200 GRAMAS."
municipal,margarina,2022,Marataízes,14.8,kg,descricao,"MARGARINA 500 G MARGARINA VEGETAL CREMOSA, COM SAL. PRODUTO DE PRIMEIRA QUALIDADE. APRESENTAÇÃO, ASPECTO, CHEIRO, SABOR "
municipal,extintor,2022,Santa Maria de Jetibá,782.81,unidade,unitario,"EXTINTOR DE INCENDIO DE GAS CARBONICO CO2 5 B:C (6 KG) - DER/ES - 160606 INCLUSIVE SUPORTE PARA FIXACAO, EXCLUSIVE PLACA"
municipal,pano_chao,2022,Colatina,6.39,unidade,unitario,"PANO DE CHAO 100% ALGODAO ALVEJADO PARA LIMPEZA,TIPO SACO, 420 X 750 MM TAMANHO MINIMO DE 420 X 750 MM,COM  ETIQUETA DE "
municipal,cabo_eletrico,2022,Serra,20.35,metro,unitario,"Fio ou cabo de cobre termoplástico, com isolamento para 1000V, seção de 10.0 mm2"
municipal,notebook,2022,Guarapari,8190.0,unidade,unitario,"NOTEBOOK1.DESEMPENHO1.1.Atingir índice de, no mínimo, 6.900 pontos para o desempenho, tendo como referência a base de da"
municipal,torneira,2022,Santa Maria de Jetibá,100.0,unidade,unitario,"TORNEIRA DE BOIA DE PVC, DIAM. 1 (25MM) - DER/ES - 142120"
municipal,agua_mineral,2022,Linhares,5.8,litro,descricao,"AGUA MINERAL SEM GAS COPO 200 ML Água mineral sem gás oriunda da fonte hipotermal, não contendo glúten, acondicionada em"
municipal,enalapril,2022,Barra de São Francisco,0.04,unidade,unitario,"ENALAPRIL, MALEATO 10 MG BLISTER COM 10, 15 OU 30 - COMPRIMIDO/CAPSULA/DRAGEA"
municipal,papel_a4,2022,Guarapari,19.98,resma,unitario,PAPEL A4 75G/M2 BRANCO 210MMX297MM PCT 500 FLSpapel sulfite; material: alcalino; cor: branco; gramatura: 75 g/m²; format
municipal,apontador,2022,Barra de São Francisco,0.6,unidade,unitario,"APONTADOR DE LÁPIS - METAL - COM DEPÓSITO Apontador de lápis de metal com depósito, com lâminas de aço carbono de alta q"
municipal,areia,2022,Linhares,62.74,m3,unitario,REVESTIMENTO DE PAREDES INTERNAS E EXTERNAS REBOCO TIPO PAULISTA  DE ARGAMASSA DER ES 02/2022 120303 Reboco tipo paulist
municipal,polpa_fruta,2022,Santa Maria de Jetibá,11.39,kg,heuristica,"POLPA DE FRUTA CONGELADA SABOR GOIABA, PASTEURIZADO,EMBALAGEM DEVERA CONTER EXTERNAMENTE OS DADOS DE IDENTIFICACAO, PROC"
municipal,pilha,2022,Aracruz,2.55,unidade,unitario,PILHA AA (NÃO RECARREGÁVEL)
municipal,argamassa,2022,Vitória,7.07,kg,heuristica,Apicoamento de superfície com revestimento em argamassa
municipal,carne_bovina,2022,Aracruz,32.9,kg,descricao,"CARNE BOVINA MÚSCULO, MOÍDA, MÁXIMO 1% GORDURA,1 KG, LIVRE DE APONEUROSE, EMBALAGEM PLÁSTICA OU FILME PVC TRANSPARENTE, "
municipal,disjuntor,2022,Viana,69.94,unidade,unitario,"MINI-DISJUNTOR BIPOLAR 16 A, CURVA C - 5KA 220/127VCA (NBR IEC 60947-2) MINI-DISJUNTOR BIPOLAR 16 A, CURVA C - 5KA 220/1"
municipal,brita,2022,Serra,187.13,m3,unitario,Fornecimento e espalhamento de brita 1 ou 2
municipal,linguica,2022,São Mateus,21.5,kg,unidade_declarada,"LÍNGUIÇA MISTA Cozida, defumada  fina/validade 90/60 dias. Conservação: resfriado/local seco e fresco++."
municipal,argamassa,2022,Serra,3.68,kg,heuristica,"Chapisco aplicado em alvenarias e estruturas de concreto internas, com colher de pedreiro.  argamassa traço 1:3 com prep"
municipal,acucar,2022,Aracruz,23.4935,kg,descricao,"SUCO INTEGRAL 200 ML, SEM ADIÇÃO DE AÇÚCAR (DIET), SABORES VARIADOS, LONGA VIDA COM CANUDO. DEVERÁ CONTER DADOS DE IDENT"
municipal,cola_branca,2022,Guarapari,10.0,unidade,unitario,COLA BRANCA  1000G LÍQUIDA
municipal,papel_a4,2022,Serra,19.98,resma,unitario,"PAPEL A4 CARACTERISTICAS: FOLHA DE PAPEL A4, COR BRANCO NEVE VIRGEM, 75G/M2M,210MM x 297 MM, PACOTE COM 500 FOLHAS. VALI"
municipal,disjuntor,2022,Viana,66.0,unidade,unitario,"SERVIÇOS/CHAVES, FUSIVEIS E DISJUNTORES- MINI-DISJUNTOR BIPOLAR 50 A CHAVES, FUSIVEIS E DISJUNTORES-MINI-DISJUNTOR BIPOL"
municipal,ar_condicionado,2022,Santa Maria de Jetibá,8244.34,unidade,unitario,AR CONDICIONADO MULTI SPLIT INVERTER SPRINGER MIDEA 2X12.000 BTU/H QUENTE E FRIO 220 VOLTS - COMP.
municipal,cabo_eletrico,2022,Aracruz,2.89,metro,unitario,Cabo flexível 2/5 mm azul
municipal,areia,2022,São Mateus,62.2,m3,unitario,"REBOCO TIPO PAULISTA COM ARGAMASSA DE CIMENTO, CAL HIDRATADO E AREIA FINA LAVADA  traço 1:0.5:6, espessura 25 mm"
municipal,achocolatado,2022,Cariacica,33.2,kg,heuristica,"KIT LANCHES COM UMA FRUTA, UM PÃO COM QUEIJO E UM ACHOCOLATADO"
municipal,cabo_eletrico,2022,Guarapari,2.89,metro,unitario,"Cabo flexível 2,5mm branco"
municipal,areia,2022,Vitória,85.0,m3,unitario,"Reboco especial para restauro da fachada em argamassa mista de cimento branco, cal hidratada CH-I e areia fina sem penei"
municipal,tubo_pvc,2022,Serra,29.69,metro,unitario,"Tubo pvc, serie normal, esgoto predial, dn 100 mm, fornecido e instalado e prumada de esgoto sanitário ou ventilação. af"
